1131	1	00000557	全民國防教育軍事訓練課程-國際情勢		1.0	--	81.00
1131	4	00020088	臨床診斷學		1.0	86.00	77.00
1131	4	00020091	內科學概論		2.0	100.00	97.50
1131	4	00020112	牙科放射線學(二)		1.0	--	69.00
1131	4	00020115	口腔病理學		2.0	46.80	60.00
1131	4	00020116	口腔病理學實驗		1.0	46.00	73.00
1131	4	00020117	牙科藥理學		1.0	--	93.00
1131	4	00020118	牙科放射線學實驗		1.0	--	82.00
1131	4	00020119	牙周病學		2.0	81.00	80.00
1131	4	00020161	咬合學		2.0	66.25	70.08
1131	4	00020162	咬合學實驗		2.0	--	85.43
1131	4	00020329	外科學概論		1.0	84.00	88.00
